"mrk","ped","cGID"
0.276289972655438,0.700545130609016,0.558675230321633
-0.556457991855781,0.53854472456505,0.0393143874011687
-0.519672170782782,0.539095888144198,0.350612757146811
0.359185853859068,0.450464266007461,0.156965326477753
0.40370937651957,0.775625141722615,0.069357267098298
0.695593117301552,0.621553498673407,0.739781936576531
0.448191197032672,0.515573966306784,-0.0230171765611584
0.249140652164383,0.104072679269929,0.334753098528079
-0.473103418644759,0.309533838336925,-0.278743751209459
-0.498580156808838,0.0607707024692489,-0.172000153335909
0.737001810802431,0.726600987167179,0.29461590195502
0.147510261374215,0.696220121548925,0.196912331451427
0.956090235008153,0.0713801905282195,0.252459371782923
0.385141447913969,0.576948513077938,-0.190467465558546
0.309592319201781,0.304719113249038,0.27290396837841
0.0538911050202324,0.671386151682104,0.324741943841209
0.378512474158671,0.749146086324884,0.847669641800334
0.547523772418659,0.754721234313506,0.456226513620039
0.474814028170093,0.547522282131497,0.130090358209832
0.46226490150395,0.579444365213374,0.6178185527713
0.549374289909139,0.166541186202865,0.142530269773541
-0.470214521985467,0.335469638766613,0.00108696309227161
0.493570272105739,0.147075642872555,0.734965874546134
-0.205715857180397,0.0836171715672548,0.0143741800947164
-0.655049365450275,-0.0575866770810809,-0.0611476079188505
-0.185115533956862,0.422856493594652,-0.233439799775335
0.159194787588717,0.592348223060593,0.230289976709026
0.887442694841549,0.763678364432826,0.697259972653385
0.121983377807654,0.224663828255104,0.517391412897458
-0.000244552644239962,0.219648167869986,-0.242082220646213
0.111304786337545,0.219170511401127,0.536609863216984
0.71509868894973,0.572926861283235,1.28281004660401
-0.27864049893768,0.0715269874670762,-0.442963450305893
0.339480307148062,0.320281175721035,0.0444209299504188
0.40891282490515,0.038054394977021,0.0692222730362059
0.194728208028448,0.259156452025941,0.109716585160661
-0.804251892288715,-0.100536289228203,-0.106753053083557
0.743519793054992,0.849231093338464,0.115905870173364
0.490528118367254,0.181592419838232,0.110982105489319
0.238882295437393,0.231360370473047,-0.0244917760660191
0.161813424245256,0.58556409071083,0.170999547463849
-0.562477924847835,0.710784516285257,0.245307805924607
0.680662936461884,0.5569726289708,0.11716671533909
-0.316237920037056,0.123015561497966,-0.434048288478719
-0.255909733380467,0.148810971038212,0.0737858983042223
0.222468289095452,0.528145453707751,-0.0199888108672065
0.193383536289926,0.286295816120896,-0.094985472447207
0.61507176093215,0.14014161624096,0.0478180421865212
0.237704730051643,0.394948494656018,0.200319741980964
0.01864329646651,0.0814240782271239,-0.140427453699237
0.526134718364713,0.423270785034303,-0.0354972319466823
0.296441984239415,0.455767143717574,-0.171980485491235
0.317978595068957,0.180910795780678,-0.0940562157676223
0.418740991622118,0.239682204101256,-0.0245983294688476
0.325186610150038,0.137647456424917,-0.292313144537561
-0.0444519462913202,0.0571077731676857,-0.446827239290542
-0.237183369513622,0.569116463517129,0.236124596792342
0.283018769956148,0.188307148577534,-0.0756806570256533
0.277955762405932,-0.0109707095210138,-0.35311628486074
0.345730252280276,0.177430303302895,0.0220481450376049
0.515290632215716,0.13855914238275,-0.115320573465212
0.148443105392264,0.572324884272106,0.395203649216938
